datetime,temp_c,dewpoint_c,wind_speed,wind_dir,precip_mm
2023-04-09 00:00:00,1.7,-5.2,2.58,238.2,0.0
2023-04-09 01:00:00,1.3,-11.3,5.03,342.3,0.0
2023-04-09 02:00:00,1.6,-8.5,2.97,256.3,0.0
2023-04-09 03:00:00,1.0,-6.6,2.58,191.5,0.0
2023-04-09 04:00:00,3.4,-2.7,5.22,232.7,0.0
2023-04-09 05:00:00,9.1,1.4,2.53,250.3,0.0
2023-04-09 06:00:00,7.0,-4.7,4.96,10.6,0.0
2023-04-09 07:00:00,7.7,-2.0,4.18,283.6,0.0
2023-04-09 08:00:00,10.4,1.2,1.03,261.0,0.0
2023-04-09 09:00:00,12.4,-1.9,5.64,298.9,0.0
2023-04-09 10:00:00,16.8,9.0,8.15,301.3,0.0
2023-04-09 11:00:00,12.1,-2.9,3.16,285.3,0.0
2023-04-09 12:00:00,13.5,5.7,3.66,288.3,0.0
2023-04-09 13:00:00,17.0,3.2,2.81,284.8,0.0
2023-04-09 14:00:00,14.8,8.8,1.53,309.6,0.0
2023-04-09 15:00:00,11.6,4.9,4.04,247.9,0.0
2023-04-09 16:00:00,8.3,-1.9,7.62,335.2,0.0
2023-04-09 17:00:00,7.9,-3.5,2.64,50.5,0.0
2023-04-09 18:00:00,10.3,3.0,8.09,311.9,0.0
2023-04-09 19:00:00,8.7,-3.0,2.76,328.5,0.0
2023-04-09 20:00:00,3.5,-3.0,4.44,263.9,0.0
2023-04-09 21:00:00,4.2,-4.0,3.33,298.5,0.0
2023-04-09 22:00:00,1.8,-4.3,4.86,303.6,0.0
2023-04-09 23:00:00,2.5,-5.4,5.1,323.0,0.0
2023-04-10 00:00:00,-0.0,-5.6,1.64,322.0,0.0
2023-04-10 01:00:00,2.2,-7.6,5.42,235.3,0.0
2023-04-10 02:00:00,1.3,-13.4,6.93,281.1,0.0
2023-04-10 03:00:00,3.3,-5.3,9.43,262.5,0.0
2023-04-10 04:00:00,4.0,-9.1,3.53,272.0,0.0
2023-04-10 05:00:00,8.1,1.9,2.97,196.2,0.0
2023-04-10 06:00:00,11.5,3.0,5.49,338.6,0.0
2023-04-10 07:00:00,7.3,1.4,3.34,202.4,0.0
2023-04-10 08:00:00,12.6,7.5,4.77,300.1,0.0
2023-04-10 09:00:00,13.3,7.4,4.78,233.1,0.0
2023-04-10 10:00:00,12.5,5.6,0.81,123.8,0.31
2023-04-10 11:00:00,17.3,8.0,3.05,227.8,0.0
2023-04-10 12:00:00,12.1,5.0,4.53,296.6,0.0
2023-04-10 13:00:00,11.7,5.4,3.21,249.2,0.0
2023-04-10 14:00:00,,6.5,3.62,323.8,0.0
2023-04-10 15:00:00,11.2,5.9,8.11,32.8,0.0
2023-04-10 16:00:00,10.6,-2.8,9.23,256.5,0.0
2023-04-10 17:00:00,11.3,-0.1,4.08,222.2,0.0
2023-04-10 18:00:00,7.6,-0.8,8.42,314.4,0.0
2023-04-10 19:00:00,3.2,-8.9,6.79,223.4,0.0
2023-04-10 20:00:00,3.1,-5.3,3.47,290.6,0.0
2023-04-10 21:00:00,2.8,-6.7,6.48,306.2,0.1
2023-04-10 22:00:00,-2.0,-12.7,5.06,243.0,0.0
2023-04-10 23:00:00,-1.0,-12.7,5.16,230.6,0.0
2023-04-11 00:00:00,3.2,-10.7,5.22,165.2,0.0
2023-04-11 01:00:00,1.3,-8.3,5.96,274.2,0.0
2023-04-11 02:00:00,4.7,-3.7,6.68,351.6,0.0
2023-04-11 03:00:00,3.5,-8.9,7.42,233.6,0.0
2023-04-11 04:00:00,5.6,-3.4,0.71,296.8,0.0
2023-04-11 05:00:00,2.4,-6.8,6.63,293.0,0.0
2023-04-11 06:00:00,9.0,1.8,0.72,344.6,0.0
2023-04-11 07:00:00,8.5,-2.2,4.76,207.9,0.0
2023-04-11 08:00:00,9.9,-4.7,6.13,250.2,0.0
2023-04-11 09:00:00,15.4,7.0,2.35,209.2,0.0
2023-04-11 10:00:00,16.7,3.4,,238.7,0.0
2023-04-11 11:00:00,15.3,3.4,1.52,202.3,0.0
2023-04-11 12:00:00,15.3,9.8,4.57,346.2,0.0
2023-04-11 13:00:00,16.9,2.3,3.67,199.8,0.0
2023-04-11 14:00:00,12.7,-0.8,1.38,251.4,0.0
2023-04-11 15:00:00,17.5,8.4,5.61,333.8,0.0
2023-04-11 16:00:00,9.6,-3.4,2.89,260.3,0.0
2023-04-11 17:00:00,9.8,-3.0,0.85,212.7,0.0
2023-04-11 18:00:00,6.1,-1.2,3.81,206.1,0.0
2023-04-11 19:00:00,6.1,-5.1,3.31,289.2,0.0
2023-04-11 20:00:00,8.9,0.1,6.2,167.5,0.0
2023-04-11 21:00:00,4.4,-7.7,3.01,213.8,0.0
2023-04-11 22:00:00,3.2,-5.8,1.05,335.4,0.0
2023-04-11 23:00:00,4.8,-5.3,2.01,322.2,0.0
2023-04-12 00:00:00,-1.0,-10.8,9.12,210.7,2.17
2023-04-12 01:00:00,1.9,-4.2,2.85,311.4,0.0
2023-04-12 02:00:00,0.8,-9.2,3.69,243.0,0.0
2023-04-12 03:00:00,-1.0,-10.3,4.48,226.8,0.0
2023-04-12 04:00:00,6.8,-7.9,4.75,245.9,0.0
2023-04-12 05:00:00,11.0,0.4,1.78,217.9,1.64
2023-04-12 06:00:00,9.4,-4.0,3.02,227.7,0.0
2023-04-12 07:00:00,7.6,-5.5,2.15,286.8,0.0
2023-04-12 08:00:00,14.8,6.0,3.49,266.7,0.0
2023-04-12 09:00:00,11.6,4.7,2.12,237.4,0.0
2023-04-12 10:00:00,16.0,7.4,1.29,9.2,0.0
2023-04-12 11:00:00,16.5,4.6,8.16,235.5,0.0
2023-04-12 12:00:00,15.3,6.0,0.83,218.3,0.0
2023-04-12 13:00:00,17.3,8.3,0.67,217.6,0.0
2023-04-12 14:00:00,14.5,8.7,4.76,191.6,0.0
2023-04-12 15:00:00,14.3,2.8,8.43,122.8,0.0
2023-04-12 16:00:00,16.3,10.2,4.37,353.3,0.0
2023-04-12 17:00:00,8.2,-3.5,3.62,10.6,0.0
2023-04-12 18:00:00,7.6,-3.7,0.85,253.3,0.0
2023-04-12 19:00:00,5.3,-1.6,5.84,214.1,0.0
2023-04-12 20:00:00,4.7,-10.2,3.99,172.1,0.0
2023-04-12 21:00:00,2.6,-9.0,3.28,256.0,0.0
2023-04-12 22:00:00,5.2,-4.5,3.49,265.0,0.0
2023-04-12 23:00:00,-0.3,-15.0,1.01,16.4,0.0
2023-04-13 00:00:00,3.2,-2.7,1.66,303.5,0.0
2023-04-13 01:00:00,3.3,-7.0,5.55,328.7,0.0
2023-04-13 02:00:00,3.7,-9.8,4.2,306.3,0.0
2023-04-13 03:00:00,1.9,-12.5,4.91,171.5,0.0
2023-04-13 04:00:00,6.8,-5.2,3.79,307.9,0.0
2023-04-13 05:00:00,6.5,-3.9,3.42,202.0,0.0
2023-04-13 06:00:00,11.1,-0.1,3.22,239.3,0.0
2023-04-13 07:00:00,11.7,-0.8,3.12,217.3,0.0
2023-04-13 08:00:00,13.7,-1.1,0.79,203.3,0.0
2023-04-13 09:00:00,12.9,-1.0,5.38,267.9,2.94
2023-04-13 10:00:00,15.1,0.6,,318.2,0.0
2023-04-13 11:00:00,17.6,5.8,5.62,210.8,0.0
2023-04-13 12:00:00,15.6,6.7,1.44,263.5,0.0
2023-04-13 13:00:00,13.3,6.7,5.2,0.2,0.0
2023-04-13 14:00:00,21.1,13.9,2.0,281.1,0.0
2023-04-13 15:00:00,11.7,3.3,3.89,339.6,0.0
2023-04-13 16:00:00,12.0,-1.0,5.18,207.8,1.36
2023-04-13 17:00:00,8.2,-0.7,3.11,308.7,0.0
2023-04-13 18:00:00,4.9,-4.9,3.47,187.4,0.0
2023-04-13 19:00:00,5.2,-1.3,6.47,307.2,0.0
2023-04-13 20:00:00,6.4,-1.8,0.91,257.3,0.0
2023-04-13 21:00:00,6.7,0.0,4.02,324.9,0.0
2023-04-13 22:00:00,6.4,-3.8,2.71,178.9,0.0
2023-04-13 23:00:00,3.0,-4.4,7.92,325.6,0.0
2023-04-14 00:00:00,5.3,-7.8,4.74,271.6,0.0
2023-04-14 01:00:00,-0.7,-11.8,3.93,2.6,0.0
2023-04-14 02:00:00,1.2,-9.7,1.72,273.9,0.0
2023-04-14 03:00:00,7.6,-4.8,5.58,309.4,0.0
2023-04-14 04:00:00,7.1,-3.7,4.54,253.3,0.0
2023-04-14 05:00:00,6.4,0.2,0.25,224.1,0.0
2023-04-14 06:00:00,7.9,-3.7,2.4,171.4,0.0
2023-04-14 07:00:00,11.8,5.8,3.63,44.2,0.0
2023-04-14 08:00:00,13.8,5.6,2.44,202.1,0.0
2023-04-14 09:00:00,16.9,7.3,4.49,232.2,0.0
2023-04-14 10:00:00,15.0,4.6,2.5,182.1,0.0
2023-04-14 11:00:00,16.6,10.3,2.71,241.1,6.34
2023-04-14 12:00:00,15.9,2.9,7.74,279.8,0.0
2023-04-14 13:00:00,17.5,3.0,2.96,245.3,0.0
2023-04-14 14:00:00,16.7,7.4,2.84,258.3,0.0
2023-04-14 15:00:00,12.8,1.1,7.65,251.1,0.0
2023-04-14 16:00:00,14.3,8.4,1.5,277.8,0.0
2023-04-14 17:00:00,6.8,-2.1,4.23,231.2,0.0
2023-04-14 18:00:00,9.2,0.4,4.5,215.7,0.0
2023-04-14 19:00:00,6.1,-5.6,2.23,266.3,0.0
2023-04-14 20:00:00,2.3,-7.2,1.61,346.0,0.0
2023-04-14 21:00:00,2.0,-5.8,3.98,277.3,0.0
2023-04-14 22:00:00,0.7,-9.6,6.65,231.7,0.0
2023-04-14 23:00:00,1.4,-9.6,3.57,337.4,0.0
2023-04-15 00:00:00,2.5,-10.8,3.48,252.1,0.0
2023-04-15 01:00:00,1.1,-5.6,6.39,330.8,0.0
2023-04-15 02:00:00,3.8,-2.7,2.18,164.8,0.0
2023-04-15 03:00:00,6.5,-3.3,6.45,225.2,0.0
2023-04-15 04:00:00,4.1,-7.3,1.12,314.8,0.0
2023-04-15 05:00:00,5.0,-5.1,2.54,327.7,0.0
2023-04-15 06:00:00,13.4,-1.5,4.2,250.8,0.0
2023-04-15 07:00:00,11.2,5.0,3.44,294.1,0.0
2023-04-15 08:00:00,11.7,4.3,5.48,242.4,0.0
2023-04-15 09:00:00,12.9,1.6,1.56,32.5,0.0
2023-04-15 10:00:00,15.8,3.3,5.33,277.0,0.0
2023-04-15 11:00:00,19.1,9.3,1.3,257.8,0.0
2023-04-15 12:00:00,18.1,13.0,9.42,201.2,0.0
2023-04-15 13:00:00,16.7,1.8,3.21,284.6,0.0
2023-04-15 14:00:00,15.0,2.2,2.89,196.3,0.0
2023-04-15 15:00:00,12.5,2.3,6.75,345.0,0.0
2023-04-15 16:00:00,10.7,-3.0,3.54,176.5,0.0
2023-04-15 17:00:00,12.1,2.1,2.38,204.1,0.0
2023-04-15 18:00:00,8.6,0.6,5.12,269.5,0.0
2023-04-15 19:00:00,8.2,-4.4,3.09,249.3,0.0
2023-04-15 20:00:00,7.6,0.2,2.87,267.8,0.0
2023-04-15 21:00:00,6.8,-7.9,6.82,4.4,0.0
2023-04-15 22:00:00,2.3,-4.2,8.47,265.8,0.0
2023-04-15 23:00:00,-0.4,-12.5,2.38,263.8,0.0
2023-04-16 00:00:00,5.4,0.2,4.04,348.3,0.0
2023-04-16 01:00:00,0.4,-7.6,7.78,201.9,0.0
2023-04-16 02:00:00,3.4,-9.1,1.55,304.7,0.0
2023-04-16 03:00:00,4.1,-10.1,4.76,296.9,0.0
2023-04-16 04:00:00,7.9,-4.9,5.1,258.0,0.0
2023-04-16 05:00:00,9.4,-0.5,4.41,305.3,0.0
2023-04-16 06:00:00,11.1,1.4,4.17,247.5,0.0
2023-04-16 07:00:00,10.7,-0.2,1.12,333.2,0.0
2023-04-16 08:00:00,12.8,2.3,2.02,199.7,0.0
2023-04-16 09:00:00,15.7,6.2,4.17,340.5,0.0
2023-04-16 10:00:00,14.4,6.4,5.21,141.7,0.0
2023-04-16 11:00:00,16.9,11.4,6.62,245.7,0.0
2023-04-16 12:00:00,16.7,8.9,7.67,302.1,0.0
2023-04-16 13:00:00,17.5,4.4,2.14,312.5,0.0
2023-04-16 14:00:00,13.7,3.5,5.45,218.7,6.54
2023-04-16 15:00:00,12.7,2.0,5.2,242.8,0.83
2023-04-16 16:00:00,13.8,1.8,4.44,281.5,0.0
2023-04-16 17:00:00,9.0,-4.4,3.98,314.1,0.0
2023-04-16 18:00:00,8.8,-5.7,2.1,218.2,0.0
2023-04-16 19:00:00,6.1,-8.5,2.48,317.5,0.0
2023-04-16 20:00:00,4.5,-7.8,9.35,274.8,0.0
2023-04-16 21:00:00,2.8,-11.7,3.83,163.0,0.0
2023-04-16 22:00:00,4.0,-1.7,4.94,322.9,0.0
2023-04-16 23:00:00,2.6,-3.3,6.2,243.0,0.0
2023-04-17 00:00:00,4.3,-3.3,3.66,329.6,0.0
2023-04-17 01:00:00,3.0,-11.7,2.49,321.0,0.0
2023-04-17 02:00:00,3.9,-5.6,4.01,49.9,0.0
2023-04-17 03:00:00,8.3,0.3,3.77,122.4,0.0
2023-04-17 04:00:00,8.9,-4.6,2.26,264.5,0.0
2023-04-17 05:00:00,7.3,-0.6,2.85,268.9,0.0
2023-04-17 06:00:00,9.7,-3.6,2.16,284.4,0.0
2023-04-17 07:00:00,13.5,5.7,1.76,327.7,0.0
2023-04-17 08:00:00,9.6,-4.6,3.41,236.4,2.2
2023-04-17 09:00:00,14.2,5.3,2.0,274.2,0.0
2023-04-17 10:00:00,14.9,1.8,3.82,269.4,0.0
2023-04-17 11:00:00,14.0,7.6,2.74,273.4,0.0
2023-04-17 12:00:00,16.4,7.6,4.43,351.5,0.0
2023-04-17 13:00:00,13.0,3.9,8.29,283.3,0.0
2023-04-17 14:00:00,20.4,8.0,7.78,290.0,0.0
2023-04-17 15:00:00,14.4,2.7,3.58,206.9,0.0
2023-04-17 16:00:00,13.1,2.2,2.32,66.1,0.0
2023-04-17 17:00:00,8.5,-0.9,5.18,218.8,0.0
2023-04-17 18:00:00,9.9,2.7,2.76,225.2,0.0
2023-04-17 19:00:00,11.6,5.0,3.92,299.5,0.0
2023-04-17 20:00:00,5.6,-8.3,3.44,246.5,0.0
2023-04-17 21:00:00,6.4,-2.1,2.0,298.5,0.0
2023-04-17 22:00:00,5.6,-4.8,6.83,252.5,0.0
2023-04-17 23:00:00,-2.6,-13.1,2.45,313.5,0.0
2023-04-18 00:00:00,2.0,-6.5,6.06,194.6,0.0
2023-04-18 01:00:00,2.5,-12.0,2.62,303.3,0.0
2023-04-18 02:00:00,2.3,-4.6,1.01,239.6,0.0
2023-04-18 03:00:00,2.1,-6.8,2.14,28.3,0.0
2023-04-18 04:00:00,4.8,-1.1,3.18,203.3,0.0
2023-04-18 05:00:00,4.6,-7.3,6.41,10.2,0.0
2023-04-18 06:00:00,10.4,-2.7,1.93,200.6,0.0
2023-04-18 07:00:00,12.6,1.7,5.64,21.4,0.0
2023-04-18 08:00:00,15.0,1.8,0.14,292.6,0.0
2023-04-18 09:00:00,14.2,8.9,7.29,278.8,0.0
2023-04-18 10:00:00,14.2,1.4,4.76,247.6,0.0
2023-04-18 11:00:00,19.0,13.0,5.76,262.3,0.0
2023-04-18 12:00:00,16.5,8.1,1.59,222.7,0.0
2023-04-18 13:00:00,17.2,3.0,4.82,34.0,0.0
2023-04-18 14:00:00,17.9,7.9,4.72,355.4,0.0
2023-04-18 15:00:00,13.0,4.6,2.27,262.7,0.0
2023-04-18 16:00:00,13.6,1.5,2.94,199.7,0.0
2023-04-18 17:00:00,13.7,4.4,1.65,209.4,0.0
2023-04-18 18:00:00,10.1,2.6,1.41,329.2,0.0
2023-04-18 19:00:00,7.7,-7.1,4.24,291.3,0.0
2023-04-18 20:00:00,8.5,2.4,2.06,267.0,0.0
2023-04-18 21:00:00,3.2,-6.9,5.49,224.6,0.0
2023-04-18 22:00:00,2.0,-10.9,2.35,272.6,0.0
2023-04-18 23:00:00,3.6,-2.0,5.81,18.7,0.0
2023-04-19 00:00:00,1.2,-12.1,6.29,310.4,0.0
2023-04-19 01:00:00,3.1,-3.3,4.28,209.3,0.0
2023-04-19 02:00:00,2.8,-6.5,3.78,59.3,0.0
2023-04-19 03:00:00,4.4,-5.6,2.73,218.9,0.0
2023-04-19 04:00:00,7.9,-6.8,2.72,216.2,0.0
2023-04-19 05:00:00,9.1,-2.0,3.78,338.8,0.0
2023-04-19 06:00:00,9.4,-1.1,6.28,245.6,0.0
2023-04-19 07:00:00,11.4,3.4,2.88,322.2,0.0
2023-04-19 08:00:00,13.5,3.4,1.61,,0.0
2023-04-19 09:00:00,15.1,8.7,7.72,240.7,0.66
2023-04-19 10:00:00,15.6,3.7,7.88,242.9,0.0
2023-04-19 11:00:00,16.2,11.1,4.96,191.9,0.0
2023-04-19 12:00:00,20.3,11.7,4.03,203.7,0.0
2023-04-19 13:00:00,16.6,4.9,2.01,191.6,0.0
2023-04-19 14:00:00,16.3,10.4,4.61,234.4,0.22
2023-04-19 15:00:00,12.1,0.8,4.33,305.2,0.0
2023-04-19 16:00:00,12.2,1.2,1.0,285.6,0.0
2023-04-19 17:00:00,15.4,2.2,3.45,286.8,0.0
2023-04-19 18:00:00,13.7,1.0,3.49,288.4,0.0
2023-04-19 19:00:00,7.8,-3.5,3.26,298.3,0.0
2023-04-19 20:00:00,3.6,-6.9,4.71,333.9,0.0
2023-04-19 21:00:00,6.9,,1.07,,0.0
2023-04-19 22:00:00,2.3,-4.4,8.84,199.2,0.0
2023-04-19 23:00:00,5.8,0.2,3.41,261.5,0.0
2023-04-20 00:00:00,3.0,-11.2,1.65,205.6,0.0
2023-04-20 01:00:00,2.6,-11.7,2.6,199.4,0.0
2023-04-20 02:00:00,3.8,-7.8,1.86,328.3,0.0
2023-04-20 03:00:00,7.3,-0.5,2.78,24.1,0.0
2023-04-20 04:00:00,6.2,1.0,1.87,166.7,0.0
2023-04-20 05:00:00,6.4,-7.6,3.72,278.3,1.6
2023-04-20 06:00:00,7.7,-1.6,6.97,123.8,0.0
2023-04-20 07:00:00,11.8,-0.7,3.13,296.8,0.0
2023-04-20 08:00:00,13.2,6.2,4.05,195.8,0.0
2023-04-20 09:00:00,15.4,2.7,3.6,328.5,0.0
2023-04-20 10:00:00,15.6,2.7,1.98,160.2,0.0
2023-04-20 11:00:00,17.1,8.5,5.37,261.4,0.0
2023-04-20 12:00:00,16.5,5.2,3.42,242.8,0.0
2023-04-20 13:00:00,19.3,10.2,3.25,313.6,0.0
2023-04-20 14:00:00,15.8,5.8,6.56,261.3,0.0
2023-04-20 15:00:00,16.3,6.6,8.2,242.5,0.0
2023-04-20 16:00:00,14.2,8.2,3.6,252.2,0.0
2023-04-20 17:00:00,10.6,3.8,4.57,318.9,0.0
2023-04-20 18:00:00,7.5,-5.9,4.26,155.5,0.0
2023-04-20 19:00:00,9.7,-0.2,3.35,261.9,0.0
2023-04-20 20:00:00,6.7,-0.3,2.28,219.9,0.0
2023-04-20 21:00:00,8.2,0.7,2.4,,0.0
2023-04-20 22:00:00,3.5,-5.8,2.52,316.0,0.0
2023-04-20 23:00:00,4.8,-4.7,7.25,268.8,0.0
2023-04-21 00:00:00,1.7,-3.4,6.27,262.2,0.0
2023-04-21 01:00:00,3.1,-3.9,2.1,212.0,0.0
2023-04-21 02:00:00,3.1,-10.2,4.03,257.9,0.0
2023-04-21 03:00:00,5.1,-4.0,6.05,93.9,0.0
2023-04-21 04:00:00,7.1,-5.9,3.27,0.7,0.0
2023-04-21 05:00:00,7.7,-3.6,6.02,209.3,0.0
2023-04-21 06:00:00,10.5,2.3,4.19,246.4,0.0
2023-04-21 07:00:00,13.6,2.5,4.06,336.1,0.0
2023-04-21 08:00:00,11.7,1.3,3.18,283.0,0.0
2023-04-21 09:00:00,15.4,5.3,3.86,217.9,0.0
2023-04-21 10:00:00,15.4,8.8,0.34,216.9,0.0
2023-04-21 11:00:00,16.1,2.7,3.02,274.9,0.0
2023-04-21 12:00:00,18.7,5.5,1.41,341.5,0.0
2023-04-21 13:00:00,17.4,10.0,0.73,248.0,0.0
2023-04-21 14:00:00,18.2,11.0,0.83,274.3,0.0
2023-04-21 15:00:00,15.0,7.8,9.4,287.6,0.0
2023-04-21 16:00:00,14.1,6.5,3.59,285.7,0.0
2023-04-21 17:00:00,11.1,4.8,4.98,271.9,0.0
2023-04-21 18:00:00,11.1,0.4,2.36,263.2,0.0
2023-04-21 19:00:00,8.6,0.1,5.63,291.3,0.0
2023-04-21 20:00:00,6.3,-7.6,1.61,11.9,0.0
2023-04-21 21:00:00,7.3,0.2,3.73,259.3,0.0
2023-04-21 22:00:00,1.5,-4.2,1.19,305.5,0.0
2023-04-21 23:00:00,1.8,-10.4,4.26,254.7,0.0
2023-04-22 00:00:00,1.5,-9.9,0.82,300.2,0.0
2023-04-22 01:00:00,4.0,-6.5,6.14,268.9,0.0
2023-04-22 02:00:00,4.5,-1.6,2.39,302.9,0.0
2023-04-22 03:00:00,6.2,-3.6,3.33,287.4,0.0
2023-04-22 04:00:00,7.1,2.0,2.73,281.4,0.0
2023-04-22 05:00:00,9.0,2.0,1.75,298.4,0.0
2023-04-22 06:00:00,13.3,1.0,1.05,226.5,0.0
2023-04-22 07:00:00,12.3,-2.3,3.65,321.2,0.0
2023-04-22 08:00:00,14.0,4.8,7.34,296.4,0.0
2023-04-22 09:00:00,14.4,7.8,4.09,7.6,0.0
2023-04-22 10:00:00,20.6,5.8,2.32,200.7,0.0
2023-04-22 11:00:00,15.6,6.6,9.89,231.5,0.0
2023-04-22 12:00:00,17.9,12.3,5.4,273.6,0.0
2023-04-22 13:00:00,16.3,9.6,2.51,247.6,0.0
2023-04-22 14:00:00,13.9,6.9,3.12,303.2,0.0
2023-04-22 15:00:00,14.6,0.3,6.17,290.5,0.0
2023-04-22 16:00:00,12.0,4.7,3.04,295.1,0.0
2023-04-22 17:00:00,11.0,4.0,4.67,243.8,0.0
2023-04-22 18:00:00,11.1,2.9,3.88,41.1,0.0
2023-04-22 19:00:00,10.4,1.8,2.41,296.0,0.0
2023-04-22 20:00:00,7.7,1.4,5.99,207.8,0.0
2023-04-22 21:00:00,7.8,-2.9,5.03,187.7,0.0
2023-04-22 22:00:00,5.6,-7.1,4.76,249.1,0.0
2023-04-22 23:00:00,1.3,-7.1,1.27,255.4,0.0
2023-04-23 00:00:00,5.1,-8.4,8.64,184.6,0.0
2023-04-23 01:00:00,4.3,-4.5,6.44,297.8,0.0
2023-04-23 02:00:00,6.6,-2.0,1.02,314.8,0.0
2023-04-23 03:00:00,6.6,-2.4,5.94,169.8,0.0
2023-04-23 04:00:00,6.7,-1.3,2.34,201.6,0.0
2023-04-23 05:00:00,7.6,-6.8,2.15,294.1,0.0
2023-04-23 06:00:00,10.8,-0.8,2.34,220.3,0.0
2023-04-23 07:00:00,14.0,3.8,6.71,279.7,0.0
2023-04-23 08:00:00,14.7,6.3,4.66,329.1,0.0
2023-04-23 09:00:00,16.8,9.5,6.94,325.0,0.0
2023-04-23 10:00:00,17.8,5.0,3.9,,0.0
2023-04-23 11:00:00,15.6,7.5,4.8,289.3,0.0
2023-04-23 12:00:00,16.8,3.5,3.27,319.9,0.0
2023-04-23 13:00:00,14.3,1.0,4.66,262.5,0.0
2023-04-23 14:00:00,16.4,11.1,4.97,231.6,0.0
2023-04-23 15:00:00,13.9,3.4,3.01,263.1,0.0
2023-04-23 16:00:00,15.2,8.1,3.1,298.5,0.0
2023-04-23 17:00:00,14.5,0.7,3.45,323.6,0.0
2023-04-23 18:00:00,9.9,2.7,4.1,19.5,0.0
2023-04-23 19:00:00,8.6,-3.3,3.48,35.7,0.0
2023-04-23 20:00:00,8.5,-5.4,1.49,23.7,0.0
2023-04-23 21:00:00,4.6,-1.0,5.8,347.8,0.0
2023-04-23 22:00:00,6.3,-0.8,1.79,326.5,0.0
2023-04-23 23:00:00,-0.5,-14.6,3.69,243.9,0.0
2023-04-24 00:00:00,3.0,-3.3,5.38,256.3,0.0
2023-04-24 01:00:00,4.7,-3.4,2.47,9.9,0.0
2023-04-24 02:00:00,1.8,-5.1,1.45,293.5,0.0
2023-04-24 03:00:00,8.7,3.5,10.11,328.0,0.0
2023-04-24 04:00:00,6.7,1.4,2.31,201.3,0.0
2023-04-24 05:00:00,9.2,-0.8,8.07,259.5,0.0
2023-04-24 06:00:00,11.0,4.8,2.57,,0.0
2023-04-24 07:00:00,12.9,6.2,6.67,344.2,0.0
2023-04-24 08:00:00,14.0,5.0,5.61,171.0,0.0
2023-04-24 09:00:00,13.8,6.9,6.2,166.3,0.0
2023-04-24 10:00:00,18.1,4.5,2.13,281.6,0.0
2023-04-24 11:00:00,18.5,9.1,2.18,21.8,0.0
2023-04-24 12:00:00,17.9,12.0,8.46,282.8,0.0
2023-04-24 13:00:00,16.7,6.4,1.12,14.4,0.0
2023-04-24 14:00:00,16.0,8.7,4.38,304.6,0.0
2023-04-24 15:00:00,14.9,1.5,4.84,253.4,0.0
2023-04-24 16:00:00,14.5,-0.5,1.63,283.5,0.0
2023-04-24 17:00:00,13.1,6.6,2.84,8.7,0.0
2023-04-24 18:00:00,13.0,1.0,2.51,247.2,0.0
2023-04-24 19:00:00,12.7,1.3,4.88,349.5,0.0
2023-04-24 20:00:00,12.9,5.2,5.79,219.3,0.0
2023-04-24 21:00:00,3.3,-5.8,0.68,268.2,0.0
2023-04-24 22:00:00,6.0,,6.8,251.9,0.0
2023-04-24 23:00:00,7.2,-5.7,5.23,230.2,0.0
2023-04-25 00:00:00,4.1,-7.9,1.28,325.3,0.0
2023-04-25 01:00:00,6.2,-8.1,2.34,322.4,0.0
2023-04-25 02:00:00,3.1,-6.4,3.09,234.5,0.0
2023-04-25 03:00:00,7.4,-5.9,1.99,335.6,0.0
2023-04-25 04:00:00,7.6,-3.8,5.6,15.4,0.0
2023-04-25 05:00:00,13.1,7.5,7.05,262.3,0.0
2023-04-25 06:00:00,9.7,3.6,8.21,211.8,0.0
2023-04-25 07:00:00,16.4,3.7,6.92,256.2,0.0
2023-04-25 08:00:00,15.9,4.9,4.21,212.2,0.0
2023-04-25 09:00:00,14.9,8.5,3.82,337.4,0.0
2023-04-25 10:00:00,15.9,2.0,5.21,231.0,0.0
2023-04-25 11:00:00,18.9,8.3,4.88,264.2,0.0
2023-04-25 12:00:00,22.3,12.1,4.92,250.3,0.0
2023-04-25 13:00:00,21.8,7.2,6.52,323.2,0.0
2023-04-25 14:00:00,14.5,7.7,3.15,265.1,0.0
2023-04-25 15:00:00,16.7,9.1,2.05,315.8,0.0
2023-04-25 16:00:00,17.0,11.9,5.62,269.1,0.0
2023-04-25 17:00:00,13.6,7.2,1.02,293.9,0.0
2023-04-25 18:00:00,11.0,-3.8,5.96,283.1,0.0
2023-04-25 19:00:00,8.5,-6.4,6.01,228.3,0.0
2023-04-25 20:00:00,10.8,2.1,10.85,233.6,0.0
2023-04-25 21:00:00,6.5,-4.2,1.82,284.9,0.0
2023-04-25 22:00:00,8.2,-5.9,5.07,231.7,0.0
2023-04-25 23:00:00,5.3,-0.8,3.16,173.1,0.0
2023-04-26 00:00:00,6.3,-8.0,5.84,7.4,0.0
2023-04-26 01:00:00,4.8,-2.9,9.81,317.0,0.0
2023-04-26 02:00:00,5.9,-4.2,2.89,356.7,0.0
2023-04-26 03:00:00,8.1,-2.3,3.23,340.8,0.0
2023-04-26 04:00:00,11.5,3.8,7.44,244.1,0.0
2023-04-26 05:00:00,10.3,5.1,1.81,297.9,0.0
2023-04-26 06:00:00,12.8,0.1,8.92,243.1,0.0
2023-04-26 07:00:00,13.9,4.4,5.36,215.2,0.0
2023-04-26 08:00:00,16.0,2.9,3.68,126.7,0.0
